,frequency,gain,plant,distance
561,598481300.0,-21.34592,succulente,8
562,599547933.3333333,-21.25859,succulente,8
563,600614566.6666666,-21.17126,succulente,8
564,601681200.0,-21.08394,succulente,8
565,602747833.3333333,-20.99661,succulente,8
566,603814466.6666666,-20.92399,succulente,8
567,604881100.0,-20.85137,succulente,8
568,605947733.3333333,-20.77875,succulente,8
569,607014366.6666666,-20.70613,succulente,8
570,608081000.0,-20.63351,succulente,8
571,609147633.3333333,-20.57933,succulente,8
572,610214266.6666666,-20.52515,succulente,8
573,611280900.0,-20.47097,succulente,8
574,612347533.3333333,-20.41679,succulente,8
575,613414166.6666666,-20.36262,succulente,8
576,614480800.0,-20.35991,succulente,8
577,615547433.3333333,-20.35721,succulente,8
578,616614066.6666666,-20.35451,succulente,8
579,617680700.0,-20.35181,succulente,8
580,618747333.3333333,-20.34911,succulente,8
581,619813966.6666666,-20.29045,succulente,8
582,620880600.0,-20.23179,succulente,8
583,621947233.3333333,-20.17313,succulente,8
584,623013866.6666666,-20.11446,succulente,8
585,624080500.0,-20.0558,succulente,8
586,625147133.3333333,-20.0317,succulente,8
587,626213766.6666666,-20.00761,succulente,8
588,627280400.0,-19.98351,succulente,8
589,628347033.3333333,-19.95941,succulente,8
590,629413666.6666666,-19.93532,succulente,8
591,630480300.0,-19.93631,succulente,8
592,631546933.3333333,-19.93729,succulente,8
593,632613566.6666666,-19.93828,succulente,8
594,633680200.0,-19.93927,succulente,8
595,634746833.3333333,-19.94026,succulente,8
596,635813466.6666666,-19.93951,succulente,8
597,636880100.0,-19.93876,succulente,8
598,637946733.3333333,-19.93801,succulente,8
599,639013366.6666666,-19.93726,succulente,8
600,640080000.0,-19.93651,succulente,8
601,641146633.3333333,-19.93843,succulente,8
602,642213266.6666666,-19.94036,succulente,8
603,643279900.0,-19.94228,succulente,8
604,644346533.3333333,-19.9442,succulente,8
605,645413166.6666666,-19.94612,succulente,8
606,646479800.0,-19.98073,succulente,8
607,647546433.3333333,-20.01535,succulente,8
608,648613066.6666666,-20.04996,succulente,8
609,649679700.0,-20.08458,succulente,8
610,650746333.3333333,-20.11919,succulente,8
611,651812966.6666666,-20.16641,succulente,8
612,652879600.0,-20.21363,succulente,8
613,653946233.3333333,-20.26085,succulente,8
614,655012866.6666666,-20.30807,succulente,8
615,656079500.0,-20.3553,succulente,8
616,657146133.3333333,-20.47942,succulente,8
617,658212766.6666666,-20.60354,succulente,8
618,659279400.0,-20.72766,succulente,8
619,660346033.3333333,-20.85179,succulente,8
620,661412666.6666666,-20.97591,succulente,8
621,662479300.0,-21.14137,succulente,8
622,663545933.3333333,-21.30683,succulente,8
623,664612566.6666666,-21.47228,succulente,8
624,665679200.0,-21.63774,succulente,8
625,666745833.3333333,-21.80321,succulente,8
626,667812466.6666666,-21.8227,succulente,8
627,668879100.0,-21.8422,succulente,8
628,669945733.3333333,-21.8617,succulente,8
629,671012366.6666666,-21.88119,succulente,8
630,672079000.0,-21.90069,succulente,8
631,673145633.3333333,-21.90194,succulente,8
632,674212266.6666666,-21.9032,succulente,8
633,675278900.0,-21.90446,succulente,8
634,676345533.3333333,-21.90571,succulente,8
635,677412166.6666666,-21.90697,succulente,8
636,678478800.0,-21.91673,succulente,8
637,679545433.3333333,-21.92649,succulente,8
638,680612066.6666666,-21.93625,succulente,8
639,681678700.0,-21.94601,succulente,8
640,682745333.3333333,-21.95576,succulente,8
641,683811966.6666666,-21.99381,succulente,8
642,684878600.0,-22.03186,succulente,8
643,685945233.3333333,-22.06991,succulente,8
644,687011866.6666666,-22.10796,succulente,8
